37	три	три	NUM	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#170.338#170.742
38	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#170.742#171.146
39	спектакля	спектакль	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#171.146#171.55
40	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#171.55#171.954
41	три	три	NUM	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#171.954#172.358
42	произведения	произведение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#172.358#172.762
43	которые	который	PRON	_	Case=Nom|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#172.762#173.166
44	существуют	существовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#173.166#173.57
45	пожалуйста	пожалуйста	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#173.57#173.974
46	бери	брать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#173.974#174.378
47	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#174.378#174.782
48	ставь	ставить	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#174.782#175.186
49	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#175.186#175.59
50	которые	который	PRON	_	Case=Acc	_	_	_	@szs1962f-words#@szs1962f#175.59#175.994
51	абсолютный	абсолютный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#175.994#176.398
52	прообраз	прообраз	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#176.398#176.802
53	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#176.802#177.206
54	о	о	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#177.206#177.61
55	чём	что	PRON	_	Case=Loc	_	_	_	@szs1962f-words#@szs1962f#177.61#178.014
56	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@szs1962f-words#@szs1962f#178.014#178.418
57	говоришь	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#178.418#178.85
58	это	это	PRON	_	_	_	_	_	@szs1962f-words#@szs1962f#179.3#179.669
59	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#179.669#180.038
60	Мука	мука	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#180.776#181.145
61	святого	святой	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	
62	Себастиана	Себастиан	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	
63	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#181.145#181.514
64	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#181.514#181.883
65	Сен-Санс	Сен-Санс	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#181.883#182.252
66	написал	написать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#182.252#182.621
67	музыку	музыка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#182.621#182.99
68	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#182.99#183.359
69	а	а	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#183.359#183.728
70	Габриэле	Габриэле	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#183.728#184.097
71	д'Аннунцио	д'Аннунцио	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#184.097#184.466
72	написал	писать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#184.466#184.835
73	тексты	текст	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#184.835#185.204
74	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#185.204#185.573
75	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#185.573#185.942
76	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#185.942#186.311
77	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@szs1962f-words#@szs1962f#186.311#186.68
78	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#186.68#187.049
79	выступает	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#187.049#187.418
80	как	как	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#187.418#187.787
81	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#187.787#188.156
82	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#188.156#188.525
83	чтица	чтица	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#188.525#188.894
84	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#188.894#189.263
85	но	но	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#189.263#189.632
86	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#189.632#190.001
87	есть	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#190.001#190.37
88	хор	хор	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#190.37#190.739
89	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#190.739#191.108
90	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#191.108#191.477
91	есть	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#191.477#191.846
92	балет	балет	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#191.846#192.215
93	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#192.215#192.584
94	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#192.584#192.953
95	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#192.953#193.322
96	есть	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#193.322#193.691
97	симфонический	симфонический	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#193.691#194.06
98	оркестр	оркестр	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#194.06#194.429
99	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#194.429#194.798
100	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#194.798#195.167
101	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#195.167#195.536
102	же	же	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#195.536#195.905
103	самое	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#195.905#196.274
104	это	это	PRON	_	_	_	_	_	@szs1962f-words#@szs1962f#196.274#196.643
105	Жанна	Жанна	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#196.643#197.012
106	д'Арк	д'Арк	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#197.012#197.381
107	на	на	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#197.381#197.75
108	костре	костёр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#197.75#198.119
109	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#198.119#198.488
110	который	который	PRON	_	Case=Nom|Gendet=Masc	_	_	_	@szs1962f-words#@szs1962f#198.488#198.857
111	для	для	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#198.857#199.226
112	неё	она	PRON	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#199.226#199.595
113	написали	написать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#199.595#199.964
114	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#199.964#200.333
115	Онеггер	Онеггер	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#200.333#200.702
116	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#200.702#201.071
117	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#201.071#201.44
118	Поль	Поль	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#201.44#201.809
119	Коло...	Коло...	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#201.809#202.23
120	ну	ну	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#204.57#204.836
121	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#204.836#205.102
122	опере	опера	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#205.102#205.368
123	нету	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#205.368#205.634
124	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#205.634#205.9
125	да	да	INTG	_	_	_	_	_	@szs1962f-words#@szs1962f#205.9#206.17
126	почему	почему	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#219.0#219.394
127	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@szs1962f-words#@szs1962f#219.394#219.788
128	здесь	здесь	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#219.788#220.182
129	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#220.182#220.576
130	сь...	сидеть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#220.576#220.97
131	сидите	сидеть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#220.97#221.364
132	неслучайно	неслучайно	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#221.364#221.758
133	потому что	потому что	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#221.758#222.152
134	уу	у	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#222.546#222.94
135	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#222.94#223.334
136	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@szs1962f-words#@szs1962f#223.334#223.728
137	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#223.728#224.122
138	последнее	последний	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#223.728#224.122
139	время	время	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#224.122#224.516
140	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#224.91#225.304
141	генератор	генератор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#225.304#225.698
142	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#225.698#226.092
143	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#226.092#226.486
144	продюсер	продюсер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#226.486#226.88
145	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#226.88#227.274
146	выступаешь	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#227.274#227.668
147	вот	вот	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#227.668#228.062
148	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#228.062#228.456
149	жанре	жанр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#228.456#228.85
150	человека	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#228.85#229.244
151	который	который	PRON	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#229.244#229.638
152	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#229.638#230.032
153	м	м	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#230.032#230.426
154	рождает	рождать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#230.426#230.82
155	эти	этот	DET	_	Case=Acc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#230.82#231.214
156	спектакли	спектакль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#231.214#231.608
157	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#231.608#232.002
158	а	а	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#232.002#232.396
159	Илья	Илья	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#232.396#232.79
160	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#232.79#233.184
161	э	э	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#233.184#233.578
162	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#233.578#233.972
163	тот	тот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#233.972#234.366
164	композитор	композитор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#234.366#234.76
165	который	который	PRON	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#234.76#235.154
166	как	как	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#235.154#235.548
167	бы	бы	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#235.548#235.942
168	за	за	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#235.942#236.336
169	последние	последний	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#236.336#236.73
170	годы	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#236.73#237.124
171	очень	очень	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#237.124#237.518
172	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#237.518#237.912
173	м	м	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#237.912#238.306
174	э	э	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#238.306#238.7
175	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#238.7#239.094
176	плодотворно	плодотворно	ADV	_	Degree=Pos	_	_	_	@szs1962f-words#@szs1962f#239.094#239.488
177	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#239.488#239.882
178	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#239.882#240.276
179	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#240.276#240.67
180	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#240.67#241.064
181	заметно	заметно	ADV	_	Degree=Pos	_	_	_	@szs1962f-words#@szs1962f#241.064#241.458
182	творит	творить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#241.458#241.852
183	именно	именно	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#241.852#242.246
184	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#242.246#242.64
185	жанре	жанр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#242.64#243.034
186	синтеза	синтез	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#243.034#243.428
187	искусств	искусство	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#243.428#243.83
188	мм	мм	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#252.0#252.3
189	угу	угу	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#264.34#264.76
190	угу	угу	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#272.89#273.2
191	угу	угу	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#280.4#280.79
192	потом	потом	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#305.07#305.463
193	там	там	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#305.463#305.856
194	же	же	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#305.856#306.249
195	ещё	ещё	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#306.249#306.642
196	есть	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#306.642#307.035
197	всё-таки	всё-таки	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#307.035#307.428
198	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#307.428#307.821
199	также	также	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#307.821#308.214
200	художественное	художественный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#308.214#308.607
201	слово	слово	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#308.607#309.0
202	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#309.0#309.393
203	м	м	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#309.393#309.786
204	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#309.786#310.179
205	которое	который	PRON	_	Case=Acc	_	_	_	@szs1962f-words#@szs1962f#310.179#310.572
206	тоже	тоже	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#310.572#310.965
207	надо	надо	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#310.965#311.358
208	учитывать	учитывать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#311.358#311.751
209	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#311.751#312.144
210	которое	который	PRON	_	Case=Acc	_	_	_	@szs1962f-words#@szs1962f#312.144#312.537
211	звучит	звучать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#312.537#312.93
212	тоже	тоже	CONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#312.93#313.34
213	как	как	ADV	_	Degree=Pos	_	_	_	@szs1962f-words#@szs1962f#316.97#317.369
214	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#317.369#317.768
215	родился	рождаться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#317.768#318.167
216	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#318.167#318.566
217	спектакль	спектакль	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#318.566#318.965
218	Кармен	Кармен	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#318.965#319.364
219	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#319.364#319.763
220	идея	идея	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#319.763#320.162
221	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#320.162#320.561
222	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#320.561#320.96
223	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#320.96#321.359
224	скелет	скелет	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#321.359#321.758
225	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#321.758#322.157
226	идеи	идеЯ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#322.157#322.556
227	обрастал	обрастать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#322.556#322.955
